"Manufacturer","Model_Name","CPU","Display_Size","Operating_System","RAM","GPU","Screen_Resolution","Price_in_USD","Page","Product_Link"
"MICROSOFT","SURFACE","NVIDIA","15.6""","WINDOWS","8GB","INTEL","1920 x 1080","2703.72","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5-inch-pixelsense-core-i7-8gb-256gb-ssd-nvidia-geforce-graphics-win10-pro_746625/10099026.html"
"MICROSOFT","SURFACE","ARM","14""","LINUX","16GB","NVIDIA","1280 x 720","2703.72","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5-inch-pixelsense-core-i7-8gb-256gb-ssd-nvidia-geforce-graphics-win10-pro_746625/10099026.html"
"MICROSOFT","SURFACE","ARM","17""","WINDOWS","32GB","AMD","7680 x 4320","2703.72","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5-inch-pixelsense-core-i7-8gb-256gb-ssd-nvidia-geforce-graphics-win10-pro_746625/10099026.html"
"MICROSOFT","SURFACE","NVIDIA","13""","LINUX","16GB","ARM","2560 x 1440","2703.72","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/microsoft-surface-book-13-5-inch-pixelsense-core-i7-8gb-256gb-ssd-nvidia-geforce-graphics-win10-pro_746625/10099026.html"
"MSI","GL63","NVIDIA","17""","LINUX","12GB","NVIDIA","2560 x 1440","840.29","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-249-15-6-fhd-intel-core-i5-8300h-hm370-4gb-1tb-nvidia-geforce-gtx-1050-4gb-win-10-home-black_10362672/100763783.html"
"MSI","GL63","NVIDIA","15.4""","WINDOWS","12GB","AMD","1280 x 720","840.29","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-249-15-6-fhd-intel-core-i5-8300h-hm370-4gb-1tb-nvidia-geforce-gtx-1050-4gb-win-10-home-black_10362672/100763783.html"
"MSI","PS42","NVIDIA","17""","WINDOWS","8GB","AMD","1920 x 1080","840.29","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10618298/101381200.html"
"MSI","GL63","INTEL","14""","LINUX","4GB","INTEL","7680 x 4320","840.29","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-249-15-6-fhd-intel-core-i5-8300h-hm370-4gb-1tb-nvidia-geforce-gtx-1050-4gb-win-10-home-black_10362672/100763783.html"
"MSI","PS42","INTEL","15.6""","LINUX","16GB","AMD","1280 x 720","840.29","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10618298/101381200.html"
"MSI","GL63","INTEL","13""","LINUX","32GB","NVIDIA","3840 x 2160","862.22","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-698id-15-6-fhd-intel-core-i5-8300h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win10-home-black_11351211/103314564.html"
"MSI","GL63","NVIDIA","13""","WINDOWS","16GB","ARM","1920 x 1080","862.22","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-698id-15-6-fhd-intel-core-i5-8300h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win10-home-black_11351211/103314564.html"
"MSI","GL63","NVIDIA","15.6""","WINDOWS","8GB","INTEL","1920 x 1080","862.22","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-698id-15-6-fhd-intel-core-i5-8300h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win10-home-black_11351211/103314564.html"
"MSI","PS42","ARM","15.4""","WINDOWS","12GB","AMD","7680 x 4320","876.83","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10618298/101381200.html"
"MSI","PS42","ARM","15.6""","WINDOWS","4GB","NVIDIA","7680 x 4320","876.83","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10618298/101381200.html"
"MSI","GL62M","ARM","17""","WINDOWS","32GB","AMD","3840 x 2160","876.83","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl62m-7rdx-2082-15-6-i7-7700hq-8gb-1tb-nvidia-geforce-gtx-1050-2gb-dos-black_10108577/100250152.html"
"MSI","GL62M","INTEL","15.4""","WINDOWS","8GB","NVIDIA","1280 x 720","876.83","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl62m-7rdx-2082-15-6-i7-7700hq-8gb-1tb-nvidia-geforce-gtx-1050-2gb-dos-black_10108577/100250152.html"
"MSI","PS42","NVIDIA","15.4""","LINUX","8GB","AMD","7680 x 4320","876.83","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-9s7-14b141-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_11502025/103599182.html"
"MSI","GL62M","INTEL","14""","WINDOWS","16GB","INTEL","1280 x 720","876.83","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl62m-7rdx-2082-15-6-i7-7700hq-8gb-1tb-nvidia-geforce-gtx-1050-2gb-dos-black_10108577/100250152.html"
"MSI","GL62M","NVIDIA","14""","WINDOWS","4GB","INTEL","7680 x 4320","876.83","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl62m-7rdx-2082-15-6-i7-7700hq-8gb-1tb-nvidia-geforce-gtx-1050-2gb-dos-black_10108577/100250152.html"
"MSI","PS42","ARM","15.6""","WINDOWS","12GB","NVIDIA","3840 x 2160","876.83","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-9s7-14b141-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_11502025/103599182.html"
"MSI","PS42","NVIDIA","13""","WINDOWS","16GB","AMD","1920 x 1080","898.75","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-9s7-14b141-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_11502025/103599182.html"
"MSI","PS42","NVIDIA","13""","LINUX","8GB","NVIDIA","1280 x 720","898.75","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-9s7-14b141-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_11502025/103599182.html"
"MSI","PS42","NVIDIA","14""","LINUX","8GB","ARM","1280 x 720","898.75","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10618298/101381200.html"
"MSI","GL63","NVIDIA","15.4""","WINDOWS","16GB","ARM","7680 x 4320","913.37","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-698id-15-6-fhd-intel-core-i5-8300h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win10-home-black_11351211/103314564.html"
"MSI","GL63","NVIDIA","13""","LINUX","32GB","INTEL","1920 x 1080","913.37","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-698id-15-6-fhd-intel-core-i5-8300h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win10-home-black_11351211/103314564.html"
"MSI","GL63","NVIDIA","14""","WINDOWS","8GB","INTEL","1920 x 1080","913.37","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-698id-15-6-fhd-intel-core-i5-8300h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win10-home-black_11351211/103314564.html"
"MSI","PS42","ARM","13""","LINUX","12GB","NVIDIA","2560 x 1440","949.91","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-437-14-fhd-intel-core-i7-8550u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10992595/102152857.html"
"MSI","PS42","INTEL","14""","LINUX","16GB","ARM","7680 x 4320","949.91","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-437-14-fhd-intel-core-i7-8550u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10992595/102152857.html"
"MSI","PS42","NVIDIA","17""","WINDOWS","8GB","ARM","2560 x 1440","979.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-437-14-fhd-intel-core-i7-8550u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10992595/102152857.html"
"MSI","PS42","INTEL","13""","WINDOWS","12GB","INTEL","1280 x 720","979.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-437-14-fhd-intel-core-i7-8550u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10992595/102152857.html"
"MSI","PS42","INTEL","15.6""","WINDOWS","12GB","ARM","2560 x 1440","988.64","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver-microsoft-office-365-personal_11658731/103822569.html"
"MSI","PS42","ARM","15.6""","WINDOWS","4GB","ARM","1280 x 720","988.64","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver-microsoft-office-365-personal_11658731/103822569.html"
"MSI","PS42","ARM","15.6""","LINUX","4GB","ARM","1280 x 720","988.64","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-260-14-fhd-intel-core-i5-8250u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver-microsoft-office-365-personal_11658731/103822569.html"
"MSI","PS42","NVIDIA","15.6""","LINUX","12GB","NVIDIA","1920 x 1080","1001.06","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-437-14-fhd-intel-core-i7-8550u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver_10992595/102152857.html"
"MSI","PS42","ARM","13""","WINDOWS","8GB","ARM","1920 x 1080","1008.37","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8rb-14-intel-core-i5-8250u-8gb-256gb-ssd-nvidia-geforce-mx150-2gb-win-10-home-silver_10438587/100967367.html"
"MSI","PS42","INTEL","14""","WINDOWS","12GB","AMD","2560 x 1440","1008.37","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8rb-14-intel-core-i5-8250u-8gb-256gb-ssd-nvidia-geforce-mx150-2gb-win-10-home-silver_10438587/100967367.html"
"MSI","GL63","NVIDIA","14""","LINUX","32GB","AMD","2560 x 1440","1022.98","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-426-15-6-fhd-intel-core-i7-8750h-hm370-8gb-1tb-nvidia-geforce-gtx-1050-4gb-win-10-home-black_10408637/100878462.html"
"MSI","GL63","NVIDIA","15.6""","WINDOWS","32GB","ARM","7680 x 4320","1022.98","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rc-426-15-6-fhd-intel-core-i7-8750h-hm370-8gb-1tb-nvidia-geforce-gtx-1050-4gb-win-10-home-black_10408637/100878462.html"
"MSI","PS42","INTEL","15.4""","WINDOWS","12GB","NVIDIA","1280 x 720","1030.29","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8rb-14-intel-core-i5-8250u-8gb-256gb-ssd-nvidia-geforce-mx150-2gb-win-10-home-silver_10438587/100967367.html"
"MSI","PS42","ARM","17""","LINUX","4GB","ARM","1280 x 720","1030.29","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8rb-14-intel-core-i5-8250u-8gb-256gb-ssd-nvidia-geforce-mx150-2gb-win-10-home-silver_10438587/100967367.html"
"MSI","GF63","ARM","15.6""","WINDOWS","16GB","NVIDIA","7680 x 4320","1044.9","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rc-299-15-6-fhd-intel-core-i7-8750h-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win-10-home-black_10874066/101812387.html"
"MSI","GF63","INTEL","17""","WINDOWS","12GB","AMD","1280 x 720","1044.9","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rc-299-15-6-fhd-intel-core-i7-8750h-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win-10-home-black_10874066/101812387.html"
"MSI","GF63","INTEL","13""","LINUX","12GB","INTEL","2560 x 1440","1059.52","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rc-299-15-6-fhd-intel-core-i7-8750h-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win-10-home-black_10874066/101812387.html"
"MSI","GF63","INTEL","13""","WINDOWS","32GB","NVIDIA","1920 x 1080","1059.52","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rc-299-15-6-fhd-intel-core-i7-8750h-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win-10-home-black_10874066/101812387.html"
"MSI","GF63","NVIDIA","17""","LINUX","32GB","INTEL","3840 x 2160","1059.52","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rc-299-15-6-fhd-intel-core-i7-8750h-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050-4gb-win-10-home-black_10874066/101812387.html"
"MSI","PS42","NVIDIA","15.4""","LINUX","32GB","NVIDIA","2560 x 1440","1098.25","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-437-14-fhd-intel-core-i7-8550u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver-microsoft-office-365-personal_11658738/103822604.html"
"MSI","PS42","NVIDIA","14""","LINUX","32GB","ARM","2560 x 1440","1098.25","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-437-14-fhd-intel-core-i7-8550u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver-microsoft-office-365-personal_11658738/103822604.html"
"MSI","PS42","ARM","13""","LINUX","8GB","INTEL","2560 x 1440","1098.25","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-ps42-8m-437-14-fhd-intel-core-i7-8550u-8gb-256gb-ssd-intel-hd-graphics-win-10-home-silver-microsoft-office-365-personal_11658738/103822604.html"
"MSI","GF63","ARM","15.6""","LINUX","12GB","NVIDIA","1280 x 720","1169.13","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rd-298-15-6-fhd-intel-core-i7-8750h-8gb-1tb-256gb-ssd-nvidia-geforce-gtx1050ti-4gb-win-10-home-black_10874079/101812451.html"
"MSI","GL63","INTEL","15.4""","WINDOWS","4GB","ARM","1280 x 720","1169.13","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rd-427-15-6-fhd-intel-core-i7-8750h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx-1050ti-4gb-win-10-home-black_10408635/100878456.html"
"MSI","GL63","ARM","17""","LINUX","4GB","NVIDIA","3840 x 2160","1169.13","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rd-427-15-6-fhd-intel-core-i7-8750h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx-1050ti-4gb-win-10-home-black_10408635/100878456.html"
"MSI","GF63","NVIDIA","17""","LINUX","16GB","INTEL","1920 x 1080","1169.13","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rd-298-15-6-fhd-intel-core-i7-8750h-8gb-1tb-256gb-ssd-nvidia-geforce-gtx1050ti-4gb-win-10-home-black_10874079/101812451.html"
"MSI","GF63","ARM","14""","LINUX","8GB","ARM","2560 x 1440","1169.13","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rd-298-15-6-fhd-intel-core-i7-8750h-8gb-1tb-256gb-ssd-nvidia-geforce-gtx1050ti-4gb-win-10-home-black_10874079/101812451.html"
"MSI","GL63","NVIDIA","14""","LINUX","4GB","AMD","1280 x 720","1169.13","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8rd-427-15-6-fhd-intel-core-i7-8750h-hm370-8gb-1tb-128gb-ssd-nvidia-geforce-gtx-1050ti-4gb-win-10-home-black_10408635/100878456.html"
"MSI","GF63","ARM","15.6""","WINDOWS","12GB","INTEL","2560 x 1440","1169.13","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gf63-8rd-298-15-6-fhd-intel-core-i7-8750h-8gb-1tb-256gb-ssd-nvidia-geforce-gtx1050ti-4gb-win-10-home-black_10874079/101812451.html"
"MSI","GL63","INTEL","17""","LINUX","8GB","NVIDIA","1920 x 1080","1315.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8re-838-15-6-fhd-intel-core-i7-8750h-hm370-8gb-1tb-256gb-ssd-nvidia-geforce-gtx-1060-6gb-win-10-home-black_11624081/103784514.html"
"MSI","GL63","ARM","15.4""","WINDOWS","32GB","AMD","1920 x 1080","1315.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8re-838-15-6-fhd-intel-core-i7-8750h-hm370-8gb-1tb-256gb-ssd-nvidia-geforce-gtx-1060-6gb-win-10-home-black_11624081/103784514.html"
"MSI","GL63","ARM","15.4""","LINUX","32GB","AMD","3840 x 2160","1315.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gl63-8re-838-15-6-fhd-intel-core-i7-8750h-hm370-8gb-1tb-256gb-ssd-nvidia-geforce-gtx-1060-6gb-win-10-home-black_11624081/103784514.html"
"MSI","GP73","NVIDIA","15.6""","LINUX","32GB","NVIDIA","2560 x 1440","1446.82","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/msi-gp73-8re-17-3-fhd-intel-core-i7-8750h-8gb-1tb-256gb-ssd-nvidia-geforce-gtx1060-6gb-win10-home-black_10455250/101006462.html"
